SO171  ABORDAJES DE LA INVESTIGACION MACROSOCIOLOGICA
SO170  ABORDAJES DE LA INVESTIGACION MICROSOCIOLOGICA
SU109  ACTORES SOCIALES Y LOGICAS DE ACCION COLECTIVA
DP501  ADMINISTRACION DE JUSTICIA Y SEGURIDAD PUBLICA I
DP502  ADMINISTRACION DE JUSTICIA Y SEGURIDAD PUBLICA II
LM507  ADMINISTRACION DE PROGRAMAS EDUCATIVOS
LM301  ADMINISTRACION DEL PAL I
LM302  ADMINISTRACION DEL PAL II
GO515  ADMINISTRACION MUNICIPAL
EI151  ADMINISTRACION PUBLICA
HI163  ADMINISTRACION Y PLANEACION DE BIBLIOTECAS
LM259  ADQUISICION DE VOCABULARIO Y NIVELES DE LENGUAJE
LM500  ADQUISICION DEL LENGUAJE Y CONTEXTO SOCIAL
TS212  ALGOLOGIA Y TANATOLOGIA
TS280  ALGOLOGIA Y TANATOLOGIA
GO170  AMBIENTE Y DESARROLLO
HI210  AMOTINADOS, REVOLTOSOS Y HOMICIDAS: UNA PESQUISA DENTRO DE LA HISTORIA INFAME DEL MEXICO DECIMONONICO
DP106  AMPARO
SDP06  AMPARO
DS108  AMPARO AGRARIO
SDS08  AMPARO AGRARIO
EP161  ANALISIS COMPARATIVO DE SISTEMAS PARLAMENTARIOS
DD502  ANALISIS CUALITATIVO
EP170  ANALISIS DE CASOS DE GESTION GUBERNAMENTAL Y MUNICIPAL
SO112  ANALISIS DE DATOS CUANTITATIVOS I
SO113  ANALISIS DE DATOS CUANTITATIVOS II
SO114  ANALISIS DE DATOS CUANTITATIVOS III
SO115  ANALISIS DE DATOS CUANTITATIVOS IV
EP531  ANALISIS DE DECISIONES
HI137  ANALISIS DE FUENTES
ES100  ANALISIS DE LA COMUNICACION DE MASAS
EP233  ANALISIS DE LA COMUNICACION DE MASAS
ES101  ANALISIS DE LA PRACTICA PERIODISTICA
EE104  ANALISIS DE LAS INSTITUCIONES EDUCATIVAS
SO172  ANALISIS DE LAS REALIDADES COMPLEJAS INTRODUCCION
HI187  ANALISIS DE LOS MOVIMIENTOS INDEPENDENTISTAS EN JALISCO, SIGLO XIX
TS184  ANALISIS DE LOS SISTEMAS EDUCATIVOS
GO129  ANALISIS DE MAPAS
EP145  ANALISIS DE MEDIOS DE COMUNICACION
HI108  ANALISIS DE TEXTOS
SLM08  ANALISIS DE TEXTOS DE ENSE~ANZA DE ALE
EP165  ANALISIS DE TEXTOS SOCIO-HISTORICOS
LT159  ANALISIS DEL DISCURSO
SO185  ANALISIS DEL DISCURSO
LM240  ANALISIS DEL DISCURSO EN FRANCES
LM174  ANALISIS DEL DISCURSO EN INGLES I
LM175  ANALISIS DEL DISCURSO EN INGLES II
LM243  ANALISIS DEL DISCURSO I
LM244  ANALISIS DEL DISCURSO II
LT188  ANALISIS DEL DISCURSO VISUAL
GO171  ANALISIS DEL PENSAMIENTO GEOGRAFICO
LT258  ANALISIS DEL QUIJOTE
EP151  ANALISIS INSTITUCIONAL
EP209  ANALISIS INSTITUCIONAL
LM241  ANALISIS LITERARIO EN FRANCES
SO190  ANALISIS POLITICO EN AMERICA LATINA
EI262  ANALISIS PROSPECTIVO
GO150  ANALISIS REGIONAL I
GO152  ANALISIS REGIONAL II
GO155  ANALISIS REGIONAL III
LT158  ANALISIS SEMIOTICO
SO211  ANALISIS SOBRE LA PRODUCCION Y RECEPCION DE MENSAJES
EE103  ANALISIS SOCIOPOLITICO DE LA EDUCACION EN MEXICO Y JALISCO
SO167  ANALISIS TEORICO DEL SISTEMA CAPITALISTA ACTUAL
LT189  ANALISIS VALORATIVO DE TEXTOS
EI264  ANALISIS Y GESTION ESTRATEGICA
P0556  ANTROPOLOGIA
FI169  ANTROPOLOGIA BIOLOGICA
FI106  ANTROPOLOGIA FILOSOFICA
FI181  ANTROPOLOGIA FILOSOFICA I
FI182  ANTROPOLOGIA FILOSOFICA II
HI165  ANTROPOLOGIA SOCIAL
SLM10  APRENDIZAJE DE LENGUAS EXTRANJERAS Y ENFOQUES DE LOS METODOS DE ENSE~ANZA
SO161  APROXIMACIONES TEORICAS A LAS SOCIEDADES CONTEMPORANEAS
HI114  ARQUEOLOGIA
HI258  ARQUEOLOGIA DEL NOROCCIDENTE
HI208  ARQUEOLOGIA DEL NOROESTE MEXICANO
HI257  ARQUEOLOGIA DEL OCCIDENTE DE MEXICO
HI259  ARQUEOLOGIA MEXICANA
LM246  ASPECTOS CULTURALES EN LA CLASE DE IDIOMAS
P0388  ASPECTOS ECONOMICOS Y POLITICOS DE AGUDIZACION A LA MARGINACION SOCIAL
TS200  AUTOCONCEPTO
LT191  AUTOGESTION DE PROYECTOS LINGUISTICOS Y LITERARIOS
HI161  AUTOMATIZACION DE ACERVOS DOCUMENTALES
FI184  AXIOLOGIA
DV110  BANCARIO
SDV10  BANCARIO
DV106  BIENES Y DERECHOS REALES
SDV06  BIENES Y DERECHOS REALES
LM247  BILINGUISMO
FI277  BIOETICA
GO118  BIOGEOGRAFIA
EI148  BLOQUES ECONOMICOS INTERNACIONALES
EI226  BLOQUES ECONOMICOS INTERNACIONALES
TS173  CALIDAD TOTAL
EE102  CAMPOS TEMATICOS DE LA INVESTIGACION EN EDUCACION
GO174  CARTOGRAFIA
GO510  CARTOGRAFIA
TS217  CARTOGRAFIA
GO135  CARTOGRAFIA COMPUTARIZADA
HI325  CARTOGRAFIA GENERAL
GO107  CARTOGRAFIA I
GO110  CARTOGRAFIA II
TS246  CIENCIA AMBIENTAL
EP134  CIENCIA POLITICA I
EP502  CIENCIA POLITICA I
EP199  CIENCIA POLITICA I (SISTEMAS DE GOBIERNO)
EP135  CIENCIA POLITICA II
EP503  CIENCIA POLITICA II
EP200  CIENCIA POLITICA II (SISTEMAS DE PARTIDOS)
EP136  CIENCIA POLITICA III
EP201  CIENCIA POLITICA III (TOPICOS AVANZADOS)
ES544  CIENCIAS DE LA COMUNICACION FORENSE
DV120  CIENCIAS DOGMATICAS I
SDV20  CIENCIAS DOGMATICAS I
DV121  CIENCIAS DOGMATICAS II
SDV21  CIENCIAS DOGMATICAS II
DV122  CIENCIAS DOGMATICAS III
SDV22  CIENCIAS DOGMATICAS III
DV123  CIENCIAS DOGMATICAS IV
SDV23  CIENCIAS DOGMATICAS IV
DV124  CIENCIAS DOGMATICAS V
SDV24  CIENCIAS DOGMATICAS V
EP540  CINE POLITICO
HI278  CINE Y GENERO
HI216  CINE Y LITERATURA MEXICANA
SO223  CINE Y SOCIEDAD EN EL MEXICO DEL SIGLO XX
TS199  CIRCULO MAGICO
TS294  CIRCULO MAGICO
